state,0,1,2,3
0,0.4240944240944241,0.01912901912901913,0.2442002442002442,0.3125763125763126
1,0.05963302752293578,0.6009174311926605,0.20527522935779816,0.1341743119266055
2,0.1419370819915779,0.04260589546693089,0.6876393361406985,0.12781768640079266
3,0.22289488167308752,0.029444138690148596,0.15134837644468904,0.5963126031920748
